#Top: Test_wrapper   Floorplan: impl_1   Part: xc7z030ffg676-2;;;;;;;;;;;;;;;;;;;;;;;;;;
#Generated by: Muhammed   on: Fri Jul 19 09:32:35 2024;;;;;;;;;;;;;;;;;;;;;;;;;;
#Build: Vivado v2022.2   by: xbuild   on: Fri Oct 14 05:00:03 MDT 2022;;;;;;;;;;;;;;;;;;;;;;;;;;
#Package Version: FINAL 2013-01-16;;;;;;;;;;;;;;;;;;;;;;;;;;
#Package Pin Delay Version: VERS. 2.0 2013-01-16;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
IO Bank;Pin Number;Site;Site Type;Min Trace Delay (ps);Max Trace Delay (ps);Avrg Trace Delay (ps);Prohibit;Interface;Signal Name;Direction;DiffPair Type;DiffPair Signal;IO Standard;Drive (mA);Slew Rate;OUTPUT_IMPEDANCE;PRE_EMPHASIS;LVDS_PRE_EMPHASIS;EQUALIZATION;Pull Type;DQS_BIAS;IN_TERM;DIFF_TERM;OFFCHIP_TERM;Board Signal;Board Voltage
501;H19;IOPAD_X1Y97;PS_MIO20_501;94.669;95.621;95.145;;FIXED_IO_40162;FIXED_IO_mio[20];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
501;G19;IOPAD_X1Y96;PS_MIO19_501;105.669;106.731;106.200;;FIXED_IO_40162;FIXED_IO_mio[19];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
501;G20;IOPAD_X1Y95;PS_MIO18_501;156.015;157.583;156.799;;FIXED_IO_40162;FIXED_IO_mio[18];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
501;G17;IOPAD_X1Y94;PS_MIO17_501;87.297;88.174;87.736;;FIXED_IO_40162;FIXED_IO_mio[17];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
501;G21;IOPAD_X1Y93;PS_MIO16_501;169.343;171.045;170.194;;FIXED_IO_40162;FIXED_IO_mio[16];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;C24;IOPAD_X1Y92;PS_MIO15_500;111.517;112.638;112.078;;FIXED_IO_40162;FIXED_IO_mio[15];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;D23;IOPAD_X1Y91;PS_MIO14_500;101.425;102.445;101.935;;FIXED_IO_40162;FIXED_IO_mio[14];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;B25;IOPAD_X1Y90;PS_MIO13_500;128.067;129.354;128.711;;FIXED_IO_40162;FIXED_IO_mio[13];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;A23;IOPAD_X1Y89;PS_MIO12_500;125.190;126.449;125.820;;FIXED_IO_40162;FIXED_IO_mio[12];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;B26;IOPAD_X1Y88;PS_MIO11_500;131.785;133.109;132.447;;FIXED_IO_40162;FIXED_IO_mio[11];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;A25;IOPAD_X1Y87;PS_MIO10_500;132.271;133.601;132.936;;FIXED_IO_40162;FIXED_IO_mio[10];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;D24;IOPAD_X1Y86;PS_MIO9_500;110.607;111.719;111.163;;FIXED_IO_40162;FIXED_IO_mio[9];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;A24;IOPAD_X1Y85;PS_MIO8_500;133.013;134.349;133.681;;FIXED_IO_40162;FIXED_IO_mio[8];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;E23;IOPAD_X1Y84;PS_MIO7_500;101.908;102.932;102.420;;FIXED_IO_40162;FIXED_IO_mio[7];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;F23;IOPAD_X1Y83;PS_MIO6_500;104.592;105.643;105.118;;FIXED_IO_40162;FIXED_IO_mio[6];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;C26;IOPAD_X1Y82;PS_MIO5_500;137.325;138.706;138.016;;FIXED_IO_40162;FIXED_IO_mio[5];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;F24;IOPAD_X1Y81;PS_MIO4_500;103.881;104.925;104.403;;FIXED_IO_40162;FIXED_IO_mio[4];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;D25;IOPAD_X1Y80;PS_MIO3_500;126.714;127.987;127.351;;FIXED_IO_40162;FIXED_IO_mio[3];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;E25;IOPAD_X1Y79;PS_MIO2_500;116.695;117.868;117.282;;FIXED_IO_40162;FIXED_IO_mio[2];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;D26;IOPAD_X1Y78;PS_MIO1_500;127.887;129.172;128.530;;FIXED_IO_40162;FIXED_IO_mio[1];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
500;E26;IOPAD_X1Y77;PS_MIO0_500;122.854;124.089;123.472;;FIXED_IO_40162;FIXED_IO_mio[0];INOUT;;;LVCMOS18;12;SLOW;;;;;;;;;FP_VTT_50;;
502;V21;IOPAD_X1Y2;PS_DDR_VRN_502;123.913;125.158;124.536;;FIXED_IO_40162;FIXED_IO_ddr_vrn;INOUT;;;SSTL15_T_DCI;;FAST;;;;;;;;;FP_VTT_50;;
502;W21;IOPAD_X1Y3;PS_DDR_VRP_502;123.666;124.908;124.287;;FIXED_IO_40162;FIXED_IO_ddr_vrp;INOUT;;;SSTL15_T_DCI;;FAST;;;;;;;;;FP_VTT_50;;
500;B24;IOPAD_X1Y26;PS_CLK_500;117.618;118.801;118.210;;FIXED_IO_40162;FIXED_IO_ps_clk;INOUT;;;LVCMOS33;12;FAST;;;;;;;;;FP_VTT_50;;
500;C23;IOPAD_X1Y132;PS_POR_B_500;107.958;109.043;108.501;;FIXED_IO_40162;FIXED_IO_ps_porb;INOUT;;;LVCMOS33;12;FAST;;;;;;;;;FP_VTT_50;;
501;A22;IOPAD_X1Y134;PS_SRST_B_501;113.477;114.617;114.047;;FIXED_IO_40162;FIXED_IO_ps_srstb;INOUT;;;LVCMOS33;12;FAST;;;;;;;;;FP_VTT_50;;
0;N14;IPAD_X0Y30;VP_0;62.276;62.902;62.589;;;;;;;;;;;;;;;;;;;;
0;P13;IPAD_X0Y31;VN_0;73.904;74.646;74.275;;;;;;;;;;;;;;;;;;;;
0;R13;;DXN_0;93.886;94.829;94.358;;;;;;;;;;;;;;;;;;;;
0;M14;;VCCADC_0;;;;;;;;;;;;;;;;;;;;;;;
0;M13;;GNDADC_0;;;;;;;;;;;;;;;;;;;;;;;
0;R14;;DXP_0;80.514;81.323;80.919;;;;;;;;;;;;;;;;;;;;
0;N13;;VREFN_0;66.630;67.300;66.965;;;;;;;;;;;;;;;;;;;;
0;P14;;VREFP_0;71.437;72.155;71.796;;;;;;;;;;;;;;;;;;;;
0;V15;;VCCBATT_0;;;;;;;;;;;;;;;;;;;;;;;
0;W12;;TCK_0;103.847;104.891;104.369;;;;;;;;;;;;;;;;;;;;
0;W11;;TMS_0;104.503;105.553;105.028;;;;;;;;;;;;;;;;;;;;
0;W10;;TDO_0;114.893;116.047;115.470;;;;;;;;;;;;;;;;;;;;
0;V11;;TDI_0;101.542;102.563;102.053;;;;;;;;;;;;;;;;;;;;
0;R8;;INIT_B_0;84.611;85.461;85.036;;;;;;;;;;;;;;;;;;;;
0;V9;;PROGRAM_B_0;111.492;112.613;112.053;;;;;;;;;;;;;;;;;;;;
0;T7;;CFGBVS_0;100.238;101.246;100.742;;;;;;;;;;;;;;;;;;;CFGBVS_0;
0;W9;;DONE_0;114.484;115.635;115.060;;;;;;;;;;;;;;;;;;;;
0;V12;;VCCO_0;;;;;;;;;;;;;;;;;;;;;;VCCO_0;
0;V14;;VCCO_0;;;;;;;;;;;;;;;;;;;;;;VCCO_0;
12;W14;IOB_X0Y49;IO_0_12;72.799;73.531;73.165;;;;;;;;;;;;;;;;;;;;
12;Y12;IOB_X0Y48;IO_L1P_T0_12;131.323;132.643;131.983;;;;;;;;;;;;;;;;;;;;
12;Y11;IOB_X0Y47;IO_L1N_T0_12;127.562;128.844;128.203;;;;;;;;;;;;;;;;;;;;
12;AB12;IOB_X0Y46;IO_L2P_T0_12;145.436;146.898;146.167;;;;;;;;;;;;;;;;;;;;
12;AC11;IOB_X0Y45;IO_L2N_T0_12;157.074;158.652;157.863;;;;;;;;;;;;;;;;;;;;
12;Y10;IOB_X0Y44;IO_L3P_T0_DQS_12;126.726;128.000;127.363;;;;;;;;;;;;;;;;;;;;
12;AA10;IOB_X0Y43;IO_L3N_T0_DQS_12;126.028;127.295;126.662;;;;;;;;;;;;;;;;;;;;
12;AB11;IOB_X0Y42;IO_L4P_T0_12;139.926;141.332;140.629;;;;;;;;;;;;;;;;;;;;
12;AB10;IOB_X0Y41;IO_L4N_T0_12;153.340;154.881;154.111;;;;;;;;;;;;;;;;;;;;
12;W13;IOB_X0Y40;IO_L5P_T0_12;126.707;127.980;127.344;;;;;;;;;;;;;;;;;;;;
12;Y13;IOB_X0Y39;IO_L5N_T0_12;125.896;127.162;126.529;;;;;;;;;;;;;;;;;;;;
12;AA13;IOB_X0Y38;IO_L6P_T0_12;127.287;128.566;127.927;;;;;;;;;;;;;;;;;;;;
12;AA12;IOB_X0Y37;IO_L6N_T0_VREF_12;127.957;129.243;128.600;;;;;;;;;;;;;;;;;;;;
12;AE10;IOB_X0Y36;IO_L7P_T1_12;135.756;137.120;136.438;;;;;;;;;;;;;;;;;;;;
12;AD10;IOB_X0Y35;IO_L7N_T1_12;135.487;136.849;136.168;;;;;;;;;;;;;;;;;;;;
12;AE12;IOB_X0Y34;IO_L8P_T1_12;137.702;139.086;138.394;;;;;;;;;;;;;;;;;;;;
12;AF12;IOB_X0Y33;IO_L8N_T1_12;152.795;154.330;153.563;;;;;;;;;;;;;;;;;;;;
12;AE11;IOB_X0Y32;IO_L9P_T1_DQS_12;167.283;168.964;168.124;;;;;;;;;;;;;;;;;;;;
12;AF10;IOB_X0Y31;IO_L9N_T1_DQS_12;167.500;169.183;168.342;;;;;;;;;;;;;;;;;;;;
12;AE13;IOB_X0Y30;IO_L10P_T1_12;135.375;136.736;136.056;;;;;;;;;;;;;;;;;;;;
12;AF13;IOB_X0Y29;IO_L10N_T1_12;143.082;144.520;143.801;;;;;;;;;;;;;;;;;;;;
12;AC12;IOB_X0Y28;IO_L11P_T1_SRCC_12;142.717;144.152;143.435;;;;;;;;;;;;;;;;;;;;
12;AD11;IOB_X0Y27;IO_L11N_T1_SRCC_12;139.967;141.374;140.671;;;;;;;;;;;;;;;;;;;;
12;AC13;IOB_X0Y26;IO_L12P_T1_MRCC_12;144.136;145.585;144.861;;;;;;;;;;;;;;;;;;;;
12;AD13;IOB_X0Y25;IO_L12N_T1_MRCC_12;141.344;142.764;142.054;;;;;;;;;;;;;;;;;;;;
12;AC14;IOB_X0Y24;IO_L13P_T2_MRCC_12;123.378;124.618;123.998;;;;;;;;;;;;;;;;;;;;
12;AD14;IOB_X0Y23;IO_L13N_T2_MRCC_12;120.679;121.892;121.286;;;;;;;;;;;;;;;;;;;;
12;AB15;IOB_X0Y22;IO_L14P_T2_SRCC_12;111.086;112.202;111.644;;;;;;;;;;;;;;;;;;;;
12;AB14;IOB_X0Y21;IO_L14N_T2_SRCC_12;110.472;111.582;111.027;;;;;;;;;;;;;;;;;;;;
12;AD16;IOB_X0Y20;IO_L15P_T2_DQS_12;103.572;104.613;104.093;;;;;;;;;;;;;;;;;;;;
12;AD15;IOB_X0Y19;IO_L15N_T2_DQS_12;104.057;105.103;104.580;;;;;;;;;;;;;;;;;;;;
12;AF15;IOB_X0Y18;IO_L16P_T2_12;105.331;106.389;105.860;;;;;;;;;;;;;;;;;;;;
12;AF14;IOB_X0Y17;IO_L16N_T2_12;117.813;118.997;118.405;;;;;;;;;;;;;;;;;;;;
12;AE16;IOB_X0Y16;IO_L17P_T2_12;98.690;99.682;99.186;;;;;;;;;;;;;;;;;;;;
12;AE15;IOB_X0Y15;IO_L17N_T2_12;100.799;101.812;101.306;;;;;;;;;;;;;;;;;;;;
12;AE17;IOB_X0Y14;IO_L18P_T2_12;98.918;99.913;99.416;;;;;;;;;;;;;;;;;;;;
12;AF17;IOB_X0Y13;IO_L18N_T2_12;102.480;103.510;102.995;;;;;;;;;;;;;;;;;;;;
12;Y17;IOB_X0Y12;IO_L19P_T3_12;56.664;57.233;56.949;;;;;;;;;;;;;;;;;;;;
12;AA17;IOB_X0Y11;IO_L19N_T3_VREF_12;60.897;61.509;61.203;;;;;;;;;;;;;;;;;;;;
12;AB17;IOB_X0Y10;IO_L20P_T3_12;76.614;77.384;76.999;;;;;;;;;;;;;;;;;;;;
12;AB16;IOB_X0Y9;IO_L20N_T3_12;73.468;74.207;73.838;;;;;;;;;;;;;;;;;;;;
12;AC17;IOB_X0Y8;IO_L21P_T3_DQS_12;81.378;82.196;81.787;;;;;;;;;;;;;;;;;;;;
12;AC16;IOB_X0Y7;IO_L21N_T3_DQS_12;80.916;81.730;81.323;;;;;;;;;;;;;;;;;;;;
12;AA15;IOB_X0Y6;IO_L22P_T3_12;67.145;67.820;67.483;;;;;;;;;;;;;;;;;;;;
12;AA14;IOB_X0Y5;IO_L22N_T3_12;77.042;77.816;77.429;;;;;;;;;;;;;;;;;;;;
12;Y16;IOB_X0Y4;IO_L23P_T3_12;58.108;58.692;58.400;;;;;;;;;;;;;;;;;;;;
12;Y15;IOB_X0Y3;IO_L23N_T3_12;61.800;62.421;62.111;;;;;;;;;;;;;;;;;;;;
12;W16;IOB_X0Y2;IO_L24P_T3_12;49.235;49.730;49.483;;;;;;;;;;;;;;;;;;;;
12;W15;IOB_X0Y1;IO_L24N_T3_12;54.094;54.638;54.366;;;;;;;;;;;;;;;;;;;;
12;W17;IOB_X0Y0;IO_25_12;44.667;45.116;44.892;;;;;;;;;;;;;;;;;;;;
12;AA16;;VCCO_12;;;;;;;;;;;;;;;;;;;;;;VCCO_12;
12;AB13;;VCCO_12;;;;;;;;;;;;;;;;;;;;;;VCCO_12;
12;AC10;;VCCO_12;;;;;;;;;;;;;;;;;;;;;;VCCO_12;
12;AD17;;VCCO_12;;;;;;;;;;;;;;;;;;;;;;VCCO_12;
12;AE14;;VCCO_12;;;;;;;;;;;;;;;;;;;;;;VCCO_12;
12;AF11;;VCCO_12;;;;;;;;;;;;;;;;;;;;;;VCCO_12;
13;V19;IOB_X0Y99;IO_0_13;72.746;73.477;73.112;;;;;;;;;;;;;;;;;;;;
13;AA25;IOB_X0Y98;IO_L1P_T0_13;124.514;125.766;125.140;;;;;;;;;;;;;;;;;;;;
13;AB25;IOB_X0Y97;IO_L1N_T0_13;129.937;131.243;130.590;;;;;;;;;;;;;;;;;;;;
13;AB26;IOB_X0Y96;IO_L2P_T0_13;129.095;130.392;129.744;;;;;;;;;;;;;;;;;;;;
13;AC26;IOB_X0Y95;IO_L2N_T0_13;140.401;141.812;141.107;;;;;;;;;;;;;;;;;;;;
13;AE25;IOB_X0Y94;IO_L3P_T0_DQS_13;156.496;158.069;157.283;;;;;;;;;;;;;;;;;;;;
13;AE26;IOB_X0Y93;IO_L3N_T0_DQS_13;156.380;157.952;157.166;;;;;;;;;;;;;;;;;;;;
13;AD25;IOB_X0Y92;IO_L4P_T0_13;141.362;142.783;142.073;;;;;;;;;;;;;;;;;;;;
13;AD26;IOB_X0Y91;IO_L4N_T0_13;152.387;153.919;153.153;;;;;;;;;;;;;;;;;;;;
13;AF24;IOB_X0Y90;IO_L5P_T0_13;146.421;147.893;147.157;;;;;;;;;;;;;;;;;;;;
13;AF25;IOB_X0Y89;IO_L5N_T0_13;157.520;159.104;158.312;;;;;;;;;;;;;;;;;;;;
13;AA24;IOB_X0Y88;IO_L6P_T0_13;123.583;124.825;124.204;;;;;;;;;;;;;;;;;;;;
13;AB24;IOB_X0Y87;IO_L6N_T0_VREF_13;123.206;124.444;123.825;;;;;;;;;;;;;;;;;;;;
13;AE22;IOB_X0Y86;IO_L7P_T1_13;163.472;165.115;164.294;;;;;;;;;;;;;;;;;;;;
13;AF22;IOB_X0Y85;IO_L7N_T1_13;158.187;159.777;158.982;;;;;;;;;;;;;;;;;;;;
13;AE23;IOB_X0Y84;IO_L8P_T1_13;139.287;140.687;139.987;;;;;;;;;;;;;;;;;;;;
13;AF23;IOB_X0Y83;IO_L8N_T1_13;147.702;149.187;148.445;;;;;;;;;;;;;;;;;;;;
13;AB21;IOB_X0Y82;IO_L9P_T1_DQS_13;129.301;130.600;129.951;;;;;;;;;;;;;;;;;;;;
13;AB22;IOB_X0Y81;IO_L9N_T1_DQS_13;129.497;130.799;130.148;;;;;;;;;;;;;;;;;;;;
13;AA22;IOB_X0Y80;IO_L10P_T1_13;129.522;130.824;130.173;;;;;;;;;;;;;;;;;;;;
13;AA23;IOB_X0Y79;IO_L10N_T1_13;129.395;130.696;130.046;;;;;;;;;;;;;;;;;;;;
13;AD23;IOB_X0Y78;IO_L11P_T1_SRCC_13;135.342;136.703;136.023;;;;;;;;;;;;;;;;;;;;
13;AD24;IOB_X0Y77;IO_L11N_T1_SRCC_13;137.319;138.699;138.009;;;;;;;;;;;;;;;;;;;;
13;AC23;IOB_X0Y76;IO_L12P_T1_MRCC_13;129.264;130.563;129.914;;;;;;;;;;;;;;;;;;;;
13;AC24;IOB_X0Y75;IO_L12N_T1_MRCC_13;129.377;130.678;130.028;;;;;;;;;;;;;;;;;;;;
13;AD20;IOB_X0Y74;IO_L13P_T2_MRCC_13;138.460;139.852;139.156;;;;;;;;;;;;;;;;;;;;
13;AD21;IOB_X0Y73;IO_L13N_T2_MRCC_13;135.730;137.094;136.412;;;;;;;;;;;;;;;;;;;;
13;AC21;IOB_X0Y72;IO_L14P_T2_SRCC_13;120.525;121.736;121.131;;;;;;;;;;;;;;;;;;;;
13;AC22;IOB_X0Y71;IO_L14N_T2_SRCC_13;119.835;121.039;120.437;;;;;;;;;;;;;;;;;;;;
13;AF19;IOB_X0Y70;IO_L15P_T2_DQS_13;154.064;155.612;154.838;;;;;;;;;;;;;;;;;;;;
13;AF20;IOB_X0Y69;IO_L15N_T2_DQS_13;153.641;155.185;154.413;;;;;;;;;;;;;;;;;;;;
13;AE20;IOB_X0Y68;IO_L16P_T2_13;127.012;128.289;127.651;;;;;;;;;;;;;;;;;;;;
13;AE21;IOB_X0Y67;IO_L16N_T2_13;120.114;121.321;120.718;;;;;;;;;;;;;;;;;;;;
13;AD18;IOB_X0Y66;IO_L17P_T2_13;142.164;143.593;142.879;;;;;;;;;;;;;;;;;;;;
13;AD19;IOB_X0Y65;IO_L17N_T2_13;131.591;132.913;132.252;;;;;;;;;;;;;;;;;;;;
13;AE18;IOB_X0Y64;IO_L18P_T2_13;132.265;133.594;132.930;;;;;;;;;;;;;;;;;;;;
13;AF18;IOB_X0Y63;IO_L18N_T2_13;135.738;137.102;136.420;;;;;;;;;;;;;;;;;;;;
13;W20;IOB_X0Y62;IO_L19P_T3_13;83.156;83.992;83.574;;;;;;;;;;;;;;;;;;;;
13;Y20;IOB_X0Y61;IO_L19N_T3_VREF_13;83.252;84.089;83.671;;;;;;;;;;;;;;;;;;;;
13;AA20;IOB_X0Y60;IO_L20P_T3_13;90.835;91.748;91.292;;;;;;;;;;;;;;;;;;;;
13;AB20;IOB_X0Y59;IO_L20N_T3_13;92.721;93.653;93.187;;;;;;;;;;;;;;;;;;;;
13;AC18;IOB_X0Y58;IO_L21P_T3_DQS_13;116.810;117.984;117.397;;;;;;;;;;;;;;;;;;;;
13;AC19;IOB_X0Y57;IO_L21N_T3_DQS_13;116.451;117.622;117.037;;;;;;;;;;;;;;;;;;;;
13;AA19;IOB_X0Y56;IO_L22P_T3_13;92.197;93.124;92.661;;;;;;;;;;;;;;;;;;;;
13;AB19;IOB_X0Y55;IO_L22N_T3_13;91.315;92.233;91.774;;;;;;;;;;;;;;;;;;;;
13;W18;IOB_X0Y54;IO_L23P_T3_13;109.168;110.265;109.717;;;;;;;;;;;;;;;;;;;;
13;W19;IOB_X0Y53;IO_L23N_T3_13;104.120;105.166;104.643;;;;;;;;;;;;;;;;;;;;
13;Y18;IOB_X0Y52;IO_L24P_T3_13;87.699;88.580;88.140;;;;;;;;;;;;;;;;;;;;
13;AA18;IOB_X0Y51;IO_L24N_T3_13;89.613;90.513;90.063;;;;;;;;;;;;;;;;;;;;
13;V18;IOB_X0Y50;IO_25_13;112.326;113.455;112.891;;;;;;;;;;;;;;;;;;;;
13;AA26;;VCCO_13;;;;;;;;;;;;;;;;;;;;;;VCCO_13;
13;AB23;;VCCO_13;;;;;;;;;;;;;;;;;;;;;;VCCO_13;
13;AC20;;VCCO_13;;;;;;;;;;;;;;;;;;;;;;VCCO_13;
13;AE24;;VCCO_13;;;;;;;;;;;;;;;;;;;;;;VCCO_13;
13;AF21;;VCCO_13;;;;;;;;;;;;;;;;;;;;;;VCCO_13;
13;Y19;;VCCO_13;;;;;;;;;;;;;;;;;;;;;;VCCO_13;
33;L9;IOB_X1Y99;IO_0_VRN_33;54.808;55.358;55.083;;;;;;;;;;;;;;;;;;;;
33;G4;IOB_X1Y98;IO_L1P_T0_33;128.434;129.725;129.080;;;;;;;;;;;;;;;;;;;;
33;F4;IOB_X1Y97;IO_L1N_T0_33;128.599;129.892;129.246;;;;;;;;;;;;;;;;;;;;
33;D4;IOB_X1Y96;IO_L2P_T0_33;134.209;135.558;134.884;;;;;;;;;;;;;;;;;;;;
33;D3;IOB_X1Y95;IO_L2N_T0_33;142.678;144.112;143.395;;;;;;;;;;;;;;;;;;;;
33;G2;IOB_X1Y94;IO_L3P_T0_DQS_33;129.686;130.989;130.338;;;;;;;;;;;;;;;;;;;;
33;F2;IOB_X1Y93;IO_L3N_T0_DQS_33;130.100;131.408;130.754;;;;;;;;;;;;;;;;;;;;
33;D1;IOB_X1Y92;IO_L4P_T0_33;150.621;152.134;151.378;;;;;;;;;;;;;;;;;;;;
33;C1;IOB_X1Y91;IO_L4N_T0_33;161.493;163.116;162.305;;;;;;;;;;;;;;;;;;;;
33;E2;IOB_X1Y90;IO_L5P_T0_33;139.489;140.891;140.190;;;;;;;;;;;;;;;;;;;;
33;E1;IOB_X1Y89;IO_L5N_T0_33;141.820;143.245;142.533;;;;;;;;;;;;;;;;;;;;
33;F3;IOB_X1Y88;IO_L6P_T0_33;136.378;137.748;137.063;;;;;;;;;;;;;;;;;;;;
33;E3;IOB_X1Y87;IO_L6N_T0_VREF_33;143.314;144.755;144.035;;;;;;;;;;;;;;;;;;;;
33;J1;IOB_X1Y86;IO_L7P_T1_33;115.635;116.797;116.216;;;;;;;;;;;;;;;;;;;;
33;H1;IOB_X1Y85;IO_L7N_T1_33;125.915;127.180;126.548;;;;;;;;;;;;;;;;;;;;
33;H4;IOB_X1Y84;IO_L8P_T1_33;117.701;118.884;118.293;;;;;;;;;;;;;;;;;;;;
33;H3;IOB_X1Y83;IO_L8N_T1_33;118.602;119.794;119.198;;;;;;;;;;;;;;;;;;;;
33;K2;IOB_X1Y82;IO_L9P_T1_DQS_33;116.337;117.506;116.922;;;;;;;;;;;;;;;;;;;;
33;K1;IOB_X1Y81;IO_L9N_T1_DQS_33;117.002;118.178;117.590;;;;;;;;;;;;;;;;;;;;
33;H2;IOB_X1Y80;IO_L10P_T1_33;124.861;126.116;125.489;;;;;;;;;;;;;;;;;;;;
33;G1;IOB_X1Y79;IO_L10N_T1_33;135.081;136.438;135.760;;;;;;;;;;;;;;;;;;;;
33;L3;IOB_X1Y78;IO_L11P_T1_SRCC_33;104.100;105.146;104.623;;;;;;;;;;;;;;;;;;;;
33;K3;IOB_X1Y77;IO_L11N_T1_SRCC_33;106.335;107.403;106.869;;;;;;;;;;;;;;;;;;;;
33;J4;IOB_X1Y76;IO_L12P_T1_MRCC_33;109.283;110.381;109.832;;;;;;;;;;;;;;;;;;;;
33;J3;IOB_X1Y75;IO_L12N_T1_MRCC_33;106.580;107.651;107.116;;;;;;;;;;;;;;;;;;;;
33;M6;IOB_X1Y74;IO_L13P_T2_MRCC_33;88.367;89.256;88.812;;;;;;;;;;;;;;;;;;;;
33;M5;IOB_X1Y73;IO_L13N_T2_MRCC_33;88.167;89.053;88.610;;;;;;;;;;;;;;;;;;;;
33;L5;IOB_X1Y72;IO_L14P_T2_SRCC_33;88.255;89.142;88.699;;;;;;;;;;;;;;;;;;;;
33;L4;IOB_X1Y71;IO_L14N_T2_SRCC_33;88.694;89.585;89.140;;;;;;;;;;;;;;;;;;;;
33;N3;IOB_X1Y70;IO_L15P_T2_DQS_33;102.033;103.058;102.546;;;;;;;;;;;;;;;;;;;;
33;N2;IOB_X1Y69;IO_L15N_T2_DQS_33;101.868;102.892;102.380;;;;;;;;;;;;;;;;;;;;
33;M2;IOB_X1Y68;IO_L16P_T2_33;104.150;105.197;104.674;;;;;;;;;;;;;;;;;;;;
33;L2;IOB_X1Y67;IO_L16N_T2_33;110.463;111.573;111.018;;;;;;;;;;;;;;;;;;;;
33;N4;IOB_X1Y66;IO_L17P_T2_33;94.174;95.120;94.647;;;;;;;;;;;;;;;;;;;;
33;M4;IOB_X1Y65;IO_L17N_T2_33;96.381;97.350;96.866;;;;;;;;;;;;;;;;;;;;
33;N1;IOB_X1Y64;IO_L18P_T2_33;122.643;123.875;123.259;;;;;;;;;;;;;;;;;;;;
33;M1;IOB_X1Y63;IO_L18N_T2_33;112.376;113.506;112.941;;;;;;;;;;;;;;;;;;;;
33;M7;IOB_X1Y62;IO_L19P_T3_33;137.775;139.160;138.468;;;;;;;;;;;;;;;;;;;;
33;L7;IOB_X1Y61;IO_L19N_T3_VREF_33;134.512;135.864;135.188;;;;;;;;;;;;;;;;;;;;
33;K5;IOB_X1Y60;IO_L20P_T3_33;104.085;105.131;104.608;;;;;;;;;;;;;;;;;;;;
33;J5;IOB_X1Y59;IO_L20N_T3_33;111.125;112.242;111.684;;;;;;;;;;;;;;;;;;;;
33;M8;IOB_X1Y58;IO_L21P_T3_DQS_33;104.205;105.252;104.729;;;;;;;;;;;;;;;;;;;;
33;L8;IOB_X1Y57;IO_L21N_T3_DQS_33;104.215;105.262;104.739;;;;;;;;;;;;;;;;;;;;
33;K6;IOB_X1Y56;IO_L22P_T3_33;109.347;110.446;109.897;;;;;;;;;;;;;;;;;;;;
33;J6;IOB_X1Y55;IO_L22N_T3_33;117.496;118.677;118.087;;;;;;;;;;;;;;;;;;;;
33;N7;IOB_X1Y54;IO_L23P_T3_33;125.981;127.247;126.614;;;;;;;;;;;;;;;;;;;;
33;N6;IOB_X1Y53;IO_L23N_T3_33;114.027;115.173;114.600;;;;;;;;;;;;;;;;;;;;
33;K8;IOB_X1Y52;IO_L24P_T3_33;119.954;121.159;120.557;;;;;;;;;;;;;;;;;;;;
33;K7;IOB_X1Y51;IO_L24N_T3_33;115.748;116.912;116.330;;;;;;;;;;;;;;;;;;;;
33;N8;IOB_X1Y50;IO_25_VRP_33;62.114;62.738;62.426;;;;;;;;;;;;;;;;;;;;
33;E4;;VCCO_33;;;;;;;;;;;;;;;;;;;;;;VCCO_33;0.00-1.80
33;F1;;VCCO_33;;;;;;;;;;;;;;;;;;;;;;VCCO_33;0.00-1.80
33;H5;;VCCO_33;;;;;;;;;;;;;;;;;;;;;;VCCO_33;0.00-1.80
